,0
<http://dbpedia.org/resource/Amman>,24
<http://dbpedia.org/resource/Alias_(TV_series)>,24
<http://dbpedia.org/resource/Richard_Schiff>,24
<http://dbpedia.org/resource/2046_(film)>,24
<http://dbpedia.org/resource/Bandai_Namco_Holdings>,24
<http://dbpedia.org/resource/Bicentennial_Man_(film)>,24
<http://dbpedia.org/resource/Samuel_Goldwyn>,24
<http://dbpedia.org/resource/Winchester>,24
<http://dbpedia.org/resource/The_Departed>,24
<http://dbpedia.org/resource/Japanese_language>,24
<http://dbpedia.org/resource/Star_Trek:_Enterprise>,24
<http://dbpedia.org/resource/Chapman_University>,24
<http://dbpedia.org/resource/Wesleyan_University>,24
<http://dbpedia.org/resource/Counting_Crows>,24
<http://dbpedia.org/resource/Bandai_Namco_Entertainment>,24
<http://dbpedia.org/resource/A_Christmas_Carol_(2009_film)>,24
"<http://dbpedia.org/resource/Jackson,_Mississippi>",24
<http://dbpedia.org/resource/The_Mummy:_Tomb_of_the_Dragon_Emperor>,24
<http://dbpedia.org/resource/Main_Hoon_Na>,24
<http://dbpedia.org/resource/Blood_Diamond_(film)>,24
<http://dbpedia.org/resource/Charlton_Heston>,24
<http://dbpedia.org/resource/Potsdam>,24
<http://dbpedia.org/resource/Degrassi:_The_Next_Generation>,24
<http://dbpedia.org/resource/Alan_Hume>,24
<http://dbpedia.org/resource/Donald_McAlpine>,24
<http://dbpedia.org/resource/Loreena_McKennitt>,24
<http://dbpedia.org/resource/Isaac_Newton>,24
<http://dbpedia.org/resource/The_Tourist_(2010_film)>,24
<http://dbpedia.org/resource/Fleetwood_Mac>,24
<http://dbpedia.org/resource/Dean_Koontz>,24
<http://dbpedia.org/resource/Malay_language>,24
<http://dbpedia.org/resource/Veer-Zaara>,24
<http://dbpedia.org/resource/Crunk>,24
<http://dbpedia.org/resource/50_Cent>,24
<http://dbpedia.org/resource/RKO_Pictures>,24
<http://dbpedia.org/resource/Bolivia>,24
<http://dbpedia.org/resource/MSNBC>,24
<http://dbpedia.org/resource/Franz_Waxman>,24
"<http://dbpedia.org/resource/Happy_Valley,_Pennsylvania>",24
<http://dbpedia.org/resource/David_Benioff>,24
<http://dbpedia.org/resource/Reggaeton>,24
"<http://dbpedia.org/resource/Marion_County,_Florida>",24
"<http://dbpedia.org/resource/Norwalk,_Connecticut>",24
<http://dbpedia.org/resource/Robert_Downey_Jr.>,24
<http://dbpedia.org/resource/Northumberland>,24
<http://dbpedia.org/resource/Jay_Leno>,24
<http://dbpedia.org/resource/Wakefield>,24
"<http://dbpedia.org/resource/Charlottesville,_Virginia>",24
"<http://dbpedia.org/resource/Pomona,_California>",24
<http://dbpedia.org/resource/American_Dad!>,24
<http://dbpedia.org/resource/James_Fox>,24
<http://dbpedia.org/resource/Bradley_Whitford>,24
<http://dbpedia.org/resource/Jerry_Seinfeld>,24
<http://dbpedia.org/resource/The_Firm_(1993_film)>,24
<http://dbpedia.org/resource/Cinderella_Man>,24
<http://dbpedia.org/resource/Brian_Helgeland>,24
<http://dbpedia.org/resource/J._R._R._Tolkien>,24
"<http://dbpedia.org/resource/Englewood,_New_Jersey>",24
<http://dbpedia.org/resource/Blue>,24
<http://dbpedia.org/resource/Senegal>,24
<http://dbpedia.org/resource/Marcus_Miller>,24
"<http://dbpedia.org/resource/Plainfield,_New_Jersey>",24
<http://dbpedia.org/resource/Noise_music>,24
<http://dbpedia.org/resource/Harrison_Ford>,24
<http://dbpedia.org/resource/Cosmopolis_(film)>,24
<http://dbpedia.org/resource/Malayali>,24
<http://dbpedia.org/resource/Havana>,24
<http://dbpedia.org/resource/Statistics>,24
<http://dbpedia.org/resource/John_Steinbeck>,24
<http://dbpedia.org/resource/University_of_Canterbury>,24
<http://dbpedia.org/resource/Days_of_Our_Lives_characters_(1990s)>,24
<http://dbpedia.org/resource/Rajendra_Nath>,24
<http://dbpedia.org/resource/Lady_in_the_Water>,24
<http://dbpedia.org/resource/Bob_Clark>,24
<http://dbpedia.org/resource/Happy_Days>,24
<http://dbpedia.org/resource/Looney_Tunes:_Back_in_Action>,24
<http://dbpedia.org/resource/University_of_Leeds>,24
"<http://dbpedia.org/resource/Wilkes-Barre,_Pennsylvania>",24
<http://dbpedia.org/resource/Panama_City>,24
<http://dbpedia.org/resource/Everybody_Loves_Raymond>,24
<http://dbpedia.org/resource/Juelz_Santana>,24
"<http://dbpedia.org/resource/Baton_Rouge,_Louisiana>",24
<http://dbpedia.org/resource/Korn>,24
"<http://dbpedia.org/resource/Missoula,_Montana>",24
<http://dbpedia.org/resource/Seth_Green>,24
<http://dbpedia.org/resource/University_of_Chicago>,24
<http://dbpedia.org/resource/The_Pink_Panther_2>,24
<http://dbpedia.org/resource/Roy_Scheider>,24
<http://dbpedia.org/resource/Four_Rooms>,24
<http://dbpedia.org/resource/John_Rawls>,24
<http://dbpedia.org/resource/Skyfall>,24
<http://dbpedia.org/resource/Viggo_Mortensen>,24
<http://dbpedia.org/resource/Yolanda_Adams>,24
<http://dbpedia.org/resource/Reds_(film)>,24
<http://dbpedia.org/resource/Bloemfontein>,24
<http://dbpedia.org/resource/Jack_Huston>,24
<http://dbpedia.org/resource/Utrecht>,24
<http://dbpedia.org/resource/John_Kander>,24
<http://dbpedia.org/resource/Slough>,24
<http://dbpedia.org/resource/Julian_Fellowes>,24
<http://dbpedia.org/resource/Activism>,24
<http://dbpedia.org/resource/Greece_national_football_team>,24
<http://dbpedia.org/resource/French_Revolutionary_Wars>,24
<http://dbpedia.org/resource/Tom_Jones_(singer)>,24
<http://dbpedia.org/resource/Florida_State_University>,24
<http://dbpedia.org/resource/Jermaine_Jackson>,24
"<http://dbpedia.org/resource/Flagstaff,_Arizona>",24
<http://dbpedia.org/resource/Marvel_Entertainment>,24
<http://dbpedia.org/resource/Irish_Americans>,24
<http://dbpedia.org/resource/Sam_Mendes>,24
<http://dbpedia.org/resource/Asia>,24
<http://dbpedia.org/resource/Bewitched_(2005_film)>,24
<http://dbpedia.org/resource/Sigourney_Weaver>,24
<http://dbpedia.org/resource/Hameur_Bouazza>,24
<http://dbpedia.org/resource/Jonathan_Walters>,24
<http://dbpedia.org/resource/Katharine_Hepburn>,24
<http://dbpedia.org/resource/Coolio>,24
<http://dbpedia.org/resource/Robbie_Williams>,24
<http://dbpedia.org/resource/Eurythmics>,24
<http://dbpedia.org/resource/National_Treasure_(film)>,24
<http://dbpedia.org/resource/Oberlin_College>,24
<http://dbpedia.org/resource/Robert_Redford>,24
<http://dbpedia.org/resource/Mike_Judge>,24
<http://dbpedia.org/resource/Patti_Smith>,24
<http://dbpedia.org/resource/Amy_Adams>,24
<http://dbpedia.org/resource/Dreamgirls_(film)>,24
<http://dbpedia.org/resource/North_Yorkshire>,24
<http://dbpedia.org/resource/Mare_Winningham>,24
<http://dbpedia.org/resource/Warner_Bros._Animation>,24
<http://dbpedia.org/resource/Louisiana_State_University>,24
<http://dbpedia.org/resource/Muse_(band)>,24
<http://dbpedia.org/resource/Walt_Disney_Pictures>,24
<http://dbpedia.org/resource/Akira_Toriyama>,24
"<http://dbpedia.org/resource/Riverside,_California>",24
<http://dbpedia.org/resource/C_(programming_language)>,24
<http://dbpedia.org/resource/Warner_Bros._Interactive_Entertainment>,24
<http://dbpedia.org/resource/One_Tree_Hill_(TV_series)>,24
<http://dbpedia.org/resource/Gus_Van_Sant>,24
<http://dbpedia.org/resource/The_Insider_(film)>,24
<http://dbpedia.org/resource/Catalonia>,24
<http://dbpedia.org/resource/Oslo>,24
<http://dbpedia.org/resource/Curb_Records>,24
<http://dbpedia.org/resource/Corinne_Bailey_Rae>,24
<http://dbpedia.org/resource/Republic>,24
<http://dbpedia.org/resource/The_Clash>,24
"<http://dbpedia.org/resource/Pinellas_County,_Florida>",24
<http://dbpedia.org/resource/Allen_Covert>,24
<http://dbpedia.org/resource/Prem_Nath>,24
<http://dbpedia.org/resource/West_Midlands_(county)>,24
<http://dbpedia.org/resource/Alan_Rickman>,24
<http://dbpedia.org/resource/Mary-Louise_Parker>,24
<http://dbpedia.org/resource/John_Ruddy>,24
<http://dbpedia.org/resource/Phineas_and_Ferb>,24
<http://dbpedia.org/resource/Bret_McKenzie>,24
<http://dbpedia.org/resource/Daniel_Radcliffe>,24
<http://dbpedia.org/resource/Duke_University>,24
<http://dbpedia.org/resource/The_Beaver_(film)>,24
<http://dbpedia.org/resource/United_93_(film)>,24
<http://dbpedia.org/resource/Ben_Harper>,24
<http://dbpedia.org/resource/Hot_Fuzz>,24
<http://dbpedia.org/resource/Bernard_Montgomery>,24
<http://dbpedia.org/resource/Amblin_Entertainment>,24
<http://dbpedia.org/resource/Blue_Ridge_Mountains>,24
<http://dbpedia.org/resource/Quezon_City>,24
<http://dbpedia.org/resource/Bob_Weinstein>,24
<http://dbpedia.org/resource/Washington_metropolitan_area>,24
<http://dbpedia.org/resource/Burnett_Guffey>,24
<http://dbpedia.org/resource/Raymond_Chandler>,24
<http://dbpedia.org/resource/Julius_Caesar_(1953_film)>,24
<http://dbpedia.org/resource/The_Time_Machine_(2002_film)>,24
<http://dbpedia.org/resource/The_Young_Victoria>,24
<http://dbpedia.org/resource/United_Arab_Emirates>,24
<http://dbpedia.org/resource/Rhine>,24
<http://dbpedia.org/resource/Yoko_Ono>,24
<http://dbpedia.org/resource/Billy_Bragg>,24
<http://dbpedia.org/resource/Bryan_Singer>,24
<http://dbpedia.org/resource/Tony_Curtis>,24
<http://dbpedia.org/resource/Angela's_Ashes_(film)>,24
<http://dbpedia.org/resource/Meet_the_Parents>,24
<http://dbpedia.org/resource/The_SpongeBob_SquarePants_Movie>,24
<http://dbpedia.org/resource/South_America>,24
<http://dbpedia.org/resource/Andrew_Lloyd_Webber>,24
<http://dbpedia.org/resource/Aimee_Mann>,24
<http://dbpedia.org/resource/Ravi_Shankar>,24
<http://dbpedia.org/resource/Emma_Watson>,24
<http://dbpedia.org/resource/Nottinghamshire>,24
<http://dbpedia.org/resource/Robert_Louis_Stevenson>,24
<http://dbpedia.org/resource/Scientology>,24
"<http://dbpedia.org/resource/Tilman_Valentin_""Til""_Schweiger>",24
<http://dbpedia.org/resource/Jane_Lynch>,24
<http://dbpedia.org/resource/Delhi>,24
<http://dbpedia.org/resource/Judge_Dredd_(film)>,24
<http://dbpedia.org/resource/Carly_Simon>,24
<http://dbpedia.org/resource/MCA_Inc.>,24
<http://dbpedia.org/resource/Justin_Long>,24
<http://dbpedia.org/resource/Philip_Glass>,24
<http://dbpedia.org/resource/Laura_Dern>,24
<http://dbpedia.org/resource/Bob_Fosse>,24
<http://dbpedia.org/resource/Vicky_Cristina_Barcelona>,24
<http://dbpedia.org/resource/Chinese_language>,24
<http://dbpedia.org/resource/Art_Garfunkel>,24
<http://dbpedia.org/resource/Boaz_Myhill>,24
"<http://dbpedia.org/resource/Cook_County,_Illinois>",24
<http://dbpedia.org/resource/Kasper_Schmeichel>,24
<http://dbpedia.org/resource/Southern_California>,24
<http://dbpedia.org/resource/Roman_Polanski>,24
<http://dbpedia.org/resource/Tom_Werner>,24
<http://dbpedia.org/resource/The_Man_with_the_Golden_Gun_(film)>,24
<http://dbpedia.org/resource/South_Holland>,24
<http://dbpedia.org/resource/Samuel_L._Jackson>,24
<http://dbpedia.org/resource/Lars_Hirschfeld>,24
<http://dbpedia.org/resource/Angels_&_Demons_(film)>,24
<http://dbpedia.org/resource/Gary_Ross>,24
<http://dbpedia.org/resource/I.R.S._Records>,24
<http://dbpedia.org/resource/Swedish_language>,24
<http://dbpedia.org/resource/Andy_Samberg>,24
"<http://dbpedia.org/resource/El_Paso,_Texas>",24
<http://dbpedia.org/resource/Yanni>,24
<http://dbpedia.org/resource/Tel_Aviv>,24
<http://dbpedia.org/resource/Yokohama>,24
<http://dbpedia.org/resource/Power_metal>,24
<http://dbpedia.org/resource/Memoirs_of_a_Geisha_(film)>,24
<http://dbpedia.org/resource/Hewlett-Packard>,24
<http://dbpedia.org/resource/G-funk>,24
<http://dbpedia.org/resource/Randy_Jackson>,24
<http://dbpedia.org/resource/Jack_Giarraputo>,24
<http://dbpedia.org/resource/The_League_of_Extraordinary_Gentlemen_(film)>,24
<http://dbpedia.org/resource/Bucknell_University>,24
<http://dbpedia.org/resource/Harvey_Keitel>,24
<http://dbpedia.org/resource/Monaco>,24
<http://dbpedia.org/resource/A_Mighty_Wind>,24
<http://dbpedia.org/resource/Production_designer>,24
<http://dbpedia.org/resource/Michael_Schur>,24
<http://dbpedia.org/resource/All_My_Children>,24
<http://dbpedia.org/resource/James_Cromwell>,24
<http://dbpedia.org/resource/Long_Island>,24
<http://dbpedia.org/resource/Little_Fockers>,24
<http://dbpedia.org/resource/Toei_Company>,24
<http://dbpedia.org/resource/Elliott_Smith>,24
<http://dbpedia.org/resource/Mandopop>,24
<http://dbpedia.org/resource/Star_Trek:_The_Original_Series>,24
<http://dbpedia.org/resource/Midwest_hip_hop>,24
<http://dbpedia.org/resource/Limerick>,24
"<http://dbpedia.org/resource/Van_Nuys,_Los_Angeles>",24
<http://dbpedia.org/resource/Vassar_College>,24
<http://dbpedia.org/resource/The_Chemical_Brothers>,24
<http://dbpedia.org/resource/Liechtenstein>,24
<http://dbpedia.org/resource/Broadcasting>,24
<http://dbpedia.org/resource/David_Copperfield_(1999_film)>,24
<http://dbpedia.org/resource/Charmed>,24
<http://dbpedia.org/resource/Algiers>,24
<http://dbpedia.org/resource/Eastern_Front_(World_War_II)>,24
<http://dbpedia.org/resource/Ian_McNeice>,24
<http://dbpedia.org/resource/Elia_Kazan>,24
<http://dbpedia.org/resource/Avi_Lerner>,24
<http://dbpedia.org/resource/Claire_Danes>,24
"<http://dbpedia.org/resource/Stamford,_Connecticut>",24
<http://dbpedia.org/resource/Arnold_Schwarzenegger>,24
<http://dbpedia.org/resource/Ewan_McGregor>,24
<http://dbpedia.org/resource/Luton>,24
<http://dbpedia.org/resource/Marlon_Brando>,24
<http://dbpedia.org/resource/Shine_a_Light_(film)>,24
<http://dbpedia.org/resource/San_Francisco_State_University>,24
<http://dbpedia.org/resource/Joss_Whedon>,24
<http://dbpedia.org/resource/United_States_dollar>,24
<http://dbpedia.org/resource/University_of_Oregon>,24
<http://dbpedia.org/resource/Gregory_Peck>,24
<http://dbpedia.org/resource/Mutiny_on_the_Bounty_(1962_film)>,24
<http://dbpedia.org/resource/Sony_Pictures_Home_Entertainment>,24
<http://dbpedia.org/resource/Theodore_Roosevelt>,24
<http://dbpedia.org/resource/Lynn_Redgrave>,24
<http://dbpedia.org/resource/Queen_(band)>,24
<http://dbpedia.org/resource/On_the_Waterfront>,24
<http://dbpedia.org/resource/Don_Carmody>,24
<http://dbpedia.org/resource/Merle_Haggard>,24
<http://dbpedia.org/resource/Seven_Years'_War>,24
<http://dbpedia.org/resource/You_Don't_Mess_with_the_Zohan>,24
<http://dbpedia.org/resource/Johnny_Mandel>,23
<http://dbpedia.org/resource/Chad>,23
<http://dbpedia.org/resource/Cornwall>,23
<http://dbpedia.org/resource/Anguilla>,23
<http://dbpedia.org/resource/Edward_Woodward>,23
<http://dbpedia.org/resource/The_Towering_Inferno>,23
<http://dbpedia.org/resource/Rachel_McAdams>,23
<http://dbpedia.org/resource/Lyricist>,23
<http://dbpedia.org/resource/Baku>,23
<http://dbpedia.org/resource/Mrs._Parker_and_the_Vicious_Circle>,23
<http://dbpedia.org/resource/Casino_Royale_(2006_film)>,23
<http://dbpedia.org/resource/Smallville>,23
<http://dbpedia.org/resource/Tom_Skerritt>,23
"<http://dbpedia.org/resource/Newton,_Massachusetts>",23
<http://dbpedia.org/resource/Anthony_Horowitz>,23
<http://dbpedia.org/resource/Brunei>,23
<http://dbpedia.org/resource/Norwich>,23
<http://dbpedia.org/resource/The_Andy_Griffith_Show>,23
<http://dbpedia.org/resource/Ciara>,23
<http://dbpedia.org/resource/Benin>,23
<http://dbpedia.org/resource/Ayn_Rand>,23
<http://dbpedia.org/resource/Jeremy_Thomas>,23
"<http://dbpedia.org/resource/Lake_County,_Indiana>",23
<http://dbpedia.org/resource/Days_of_Thunder>,23
"<http://dbpedia.org/resource/Quincy,_Massachusetts>",23
<http://dbpedia.org/resource/Lance_Henriksen>,23
<http://dbpedia.org/resource/MTV2>,23
<http://dbpedia.org/resource/Peter_Hyams>,23
<http://dbpedia.org/resource/Susannah_York>,23
<http://dbpedia.org/resource/Superman_III>,23
<http://dbpedia.org/resource/Mike_Leigh>,23
<http://dbpedia.org/resource/Westwood_Village_Memorial_Park_Cemetery>,23
<http://dbpedia.org/resource/Emily_Blunt>,23
<http://dbpedia.org/resource/David_Fincher>,23
<http://dbpedia.org/resource/Adelaide>,23
<http://dbpedia.org/resource/Chiang_Kai-shek>,23
<http://dbpedia.org/resource/Babylon_5>,23
<http://dbpedia.org/resource/Ariola_Records>,23
<http://dbpedia.org/resource/Yann_Tiersen>,23
<http://dbpedia.org/resource/Cape_Town>,23
<http://dbpedia.org/resource/United_States_presidential_election>,23
<http://dbpedia.org/resource/All_the_King's_Men_(2006_film)>,23
<http://dbpedia.org/resource/Elizabeth:_The_Golden_Age>,23
<http://dbpedia.org/resource/Chinoy>,23
<http://dbpedia.org/resource/Matt_Chamberlain>,23
<http://dbpedia.org/resource/Fine_Gael>,23
"<http://dbpedia.org/resource/Lafayette,_Louisiana>",23
<http://dbpedia.org/resource/Constantine_(film)>,23
<http://dbpedia.org/resource/Dalian_Shide_F.C.>,23
<http://dbpedia.org/resource/Little_Nicky>,23
<http://dbpedia.org/resource/Greater_Boston>,23
<http://dbpedia.org/resource/Yash_Chopra>,23
<http://dbpedia.org/resource/G-Force_(film)>,23
<http://dbpedia.org/resource/In_Harm's_Way>,23
<http://dbpedia.org/resource/British_Virgin_Islands>,23
<http://dbpedia.org/resource/Clarinet>,23
<http://dbpedia.org/resource/Carleton_University>,23
<http://dbpedia.org/resource/Dianne_Wiest>,23
<http://dbpedia.org/resource/John_Lasseter>,23
<http://dbpedia.org/resource/Dartmouth_College>,23
<http://dbpedia.org/resource/Music>,23
"<http://dbpedia.org/resource/Boulder,_Colorado>",23
"<http://dbpedia.org/resource/Waukegan,_Illinois>",23
<http://dbpedia.org/resource/Audio_engineer>,23
<http://dbpedia.org/resource/Scrooged>,23
<http://dbpedia.org/resource/Pitbull_(rapper)>,23
<http://dbpedia.org/resource/Prostate_cancer>,23
<http://dbpedia.org/resource/Lil'_Kim>,23
<http://dbpedia.org/resource/Frank_Capra>,23
<http://dbpedia.org/resource/Francis_Bacon>,23
<http://dbpedia.org/resource/Last_Action_Hero>,23
<http://dbpedia.org/resource/Dolly_Parton>,23
<http://dbpedia.org/resource/Melodic_death_metal>,23
<http://dbpedia.org/resource/Jerry_Herman>,23
<http://dbpedia.org/resource/Liev_Schreiber>,23
<http://dbpedia.org/resource/Romeo_+_Juliet>,23
"<http://dbpedia.org/resource/Arthur_Wellesley,_1st_Duke_of_Wellington>",23
<http://dbpedia.org/resource/Rush_Hour_2>,23
<http://dbpedia.org/resource/The_Turning_Point_(1977_film)>,23
<http://dbpedia.org/resource/Shammi_Kapoor>,23
<http://dbpedia.org/resource/James_Taylor>,23
<http://dbpedia.org/resource/Kiefer_Sutherland>,23
<http://dbpedia.org/resource/North_Island>,23
<http://dbpedia.org/resource/Valkyrie_(film)>,23
<http://dbpedia.org/resource/Richard_Hammond>,23
<http://dbpedia.org/resource/Mark_Gordon>,23
<http://dbpedia.org/resource/Big_Love>,23
<http://dbpedia.org/resource/Changeling_(film)>,23
<http://dbpedia.org/resource/INXS>,23
<http://dbpedia.org/resource/Aerosmith>,23
<http://dbpedia.org/resource/Pushing_Daisies>,23
<http://dbpedia.org/resource/Suffolk>,23
<http://dbpedia.org/resource/Samuel_Beckett>,23
<http://dbpedia.org/resource/Queen_Latifah>,23
<http://dbpedia.org/resource/Sichuan>,23
<http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers>,23
<http://dbpedia.org/resource/Klaas-Jan_Huntelaar>,23
<http://dbpedia.org/resource/Tamil_language>,23
<http://dbpedia.org/resource/X-Men_Origins:_Wolverine>,23
<http://dbpedia.org/resource/Ioan_Gruffudd>,23
<http://dbpedia.org/resource/Urdu>,23
<http://dbpedia.org/resource/Free_improvisation>,23
<http://dbpedia.org/resource/Dogville>,23
<http://dbpedia.org/resource/University_of_Rochester>,23
<http://dbpedia.org/resource/Conservative_Party_of_Canada>,23
<http://dbpedia.org/resource/Patricia_Arquette>,23
<http://dbpedia.org/resource/Cary-Hiroyuki_Tagawa>,23
<http://dbpedia.org/resource/Dean_Devlin>,23
<http://dbpedia.org/resource/Como>,23
<http://dbpedia.org/resource/Dave_Mustaine>,23
<http://dbpedia.org/resource/Diane_Lane>,23
<http://dbpedia.org/resource/In_Bruges>,23
<http://dbpedia.org/resource/Elisabeth_Moss>,23
<http://dbpedia.org/resource/Primary_Colors_(film)>,23
<http://dbpedia.org/resource/Garage_punk>,23
<http://dbpedia.org/resource/Northamptonshire>,23
<http://dbpedia.org/resource/James_Hetfield>,23
<http://dbpedia.org/resource/Penelope_Wilton>,23
<http://dbpedia.org/resource/Mario_Kassar>,23
<http://dbpedia.org/resource/Harry_Stradling>,23
<http://dbpedia.org/resource/Perth>,23
<http://dbpedia.org/resource/Breaking_Bad>,23
<http://dbpedia.org/resource/The_Prince_of_Egypt>,23
<http://dbpedia.org/resource/The_Tree_of_Life_(film)>,23
<http://dbpedia.org/resource/Polish_language>,23
<http://dbpedia.org/resource/Will_Ferrell>,23
<http://dbpedia.org/resource/Ben_Foster_(footballer)>,23
<http://dbpedia.org/resource/Elizabeth_Banks>,23
<http://dbpedia.org/resource/Yo-Yo_Ma>,23
<http://dbpedia.org/resource/Joel_Schumacher>,23
<http://dbpedia.org/resource/Patricia_Clarkson>,23
<http://dbpedia.org/resource/Orson_Welles>,23
<http://dbpedia.org/resource/Rush_Hour_3>,23
<http://dbpedia.org/resource/Exeter>,23
<http://dbpedia.org/resource/Melodic_hardcore>,23
<http://dbpedia.org/resource/Joe_Biden>,23
<http://dbpedia.org/resource/State_of_Play_(film)>,23
<http://dbpedia.org/resource/Soviet_Union>,23
<http://dbpedia.org/resource/FX_(TV_channel)>,23
<http://dbpedia.org/resource/In_the_Name_of_the_King>,23
<http://dbpedia.org/resource/Indiana_University_Bloomington>,23
<http://dbpedia.org/resource/Ray_Bradbury>,23
<http://dbpedia.org/resource/The_Pink_Panther_(2006_film)>,23
<http://dbpedia.org/resource/Chris_Menges>,23
<http://dbpedia.org/resource/Shutter_Island_(film)>,23
<http://dbpedia.org/resource/Andrea_Bocelli>,23
<http://dbpedia.org/resource/Roman_Empire>,23
<http://dbpedia.org/resource/Loretta_Lynn>,23
<http://dbpedia.org/resource/Gil_Scott-Heron>,23
<http://dbpedia.org/resource/Stanley_Tucci>,23
<http://dbpedia.org/resource/Heart_(band)>,23
<http://dbpedia.org/resource/United_States_Coast_Guard>,23
<http://dbpedia.org/resource/Metz>,23
<http://dbpedia.org/resource/Daniel_Day-Lewis>,23
<http://dbpedia.org/resource/Voltaire>,23
<http://dbpedia.org/resource/Knocked_Up>,23
<http://dbpedia.org/resource/The_Commitments_(film)>,23
<http://dbpedia.org/resource/3:10_to_Yuma_(2007_film)>,23
<http://dbpedia.org/resource/La_Jolla>,23
"<http://dbpedia.org/resource/Montgomery_County,_Maryland>",23
"<http://dbpedia.org/resource/Sacramento_County,_California>",23
<http://dbpedia.org/resource/Cookie's_Fortune>,23
<http://dbpedia.org/resource/The_Incredible_Hulk_(film)>,23
<http://dbpedia.org/resource/Edward_Norton>,23
<http://dbpedia.org/resource/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film)>,23
<http://dbpedia.org/resource/Dark_wave>,23
<http://dbpedia.org/resource/Morehouse_College>,23
<http://dbpedia.org/resource/Conrad_Hall>,23
<http://dbpedia.org/resource/Elizabeth_Taylor>,23
<http://dbpedia.org/resource/Leon_Cort>,23
<http://dbpedia.org/resource/I_Spy_(film)>,23
<http://dbpedia.org/resource/Groningen>,23
<http://dbpedia.org/resource/Jonathan_Forte>,23
<http://dbpedia.org/resource/Michael_Shannon>,23
<http://dbpedia.org/resource/American_Recordings_(record_label)>,23
<http://dbpedia.org/resource/Roberto_Benigni>,23
<http://dbpedia.org/resource/Road_to_Perdition>,23
<http://dbpedia.org/resource/University_of_Windsor>,23
<http://dbpedia.org/resource/Watchmen_(film)>,23
<http://dbpedia.org/resource/Death_on_the_Nile_(1978_film)>,23
<http://dbpedia.org/resource/Georgia_(country)>,23
<http://dbpedia.org/resource/Laval_University>,23
<http://dbpedia.org/resource/John_Kerry>,23
<http://dbpedia.org/resource/Acadians>,23
<http://dbpedia.org/resource/Himesh_Reshammiya>,23
<http://dbpedia.org/resource/Paul_Newman>,23
"<http://dbpedia.org/resource/Irvine,_California>",23
<http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider>,23
<http://dbpedia.org/resource/Cliff_Richard>,23
<http://dbpedia.org/resource/The_King_and_I_(1956_film)>,23
<http://dbpedia.org/resource/Alan_Parsons>,23
<http://dbpedia.org/resource/Venice>,23
<http://dbpedia.org/resource/The_Wolfman_(2010_film)>,23
<http://dbpedia.org/resource/The_Painted_Veil_(2006_film)>,23
<http://dbpedia.org/resource/Chris_Killen>,23
<http://dbpedia.org/resource/Mick_Jagger>,23
<http://dbpedia.org/resource/Yangon>,23
<http://dbpedia.org/resource/Walt_Disney>,23
"<http://dbpedia.org/resource/Montgomery,_Alabama>",23
<http://dbpedia.org/resource/Daniel_Inouye>,23
<http://dbpedia.org/resource/Rick_Wakeman>,23
<http://dbpedia.org/resource/Ivory_Coast>,23
<http://dbpedia.org/resource/Memorial_University_of_Newfoundland>,23
<http://dbpedia.org/resource/Jason_Robards>,23
"<http://dbpedia.org/resource/Columbia,_South_Carolina>",23
"<http://dbpedia.org/resource/Trenton,_New_Jersey>",23
<http://dbpedia.org/resource/Peter_Morgan>,23
<http://dbpedia.org/resource/David_Ogden_Stiers>,23
<http://dbpedia.org/resource/Universal_Pictures_Home_Entertainment>,23
<http://dbpedia.org/resource/David_Geffen>,23
<http://dbpedia.org/resource/Smokin'_Aces>,23
<http://dbpedia.org/resource/Brittany_Murphy>,23
<http://dbpedia.org/resource/The_Untouchables_(film)>,23
<http://dbpedia.org/resource/Star_Trek:_Insurrection>,23
<http://dbpedia.org/resource/Hesse>,23
<http://dbpedia.org/resource/The_Usual_Suspects>,23
<http://dbpedia.org/resource/Fast_Food_Nation_(film)>,23
<http://dbpedia.org/resource/Richard_Gere>,23
<http://dbpedia.org/resource/Marvel_vs._Capcom_2:_New_Age_of_Heroes>,23
<http://dbpedia.org/resource/Joyce_Carol_Oates>,23
<http://dbpedia.org/resource/Budapest>,23
<http://dbpedia.org/resource/Inkheart_(film)>,23
<http://dbpedia.org/resource/York_University>,23
<http://dbpedia.org/resource/Alex_Kurtzman>,23
<http://dbpedia.org/resource/National_Party_of_Australia>,23
<http://dbpedia.org/resource/Dune_(film)>,23
<http://dbpedia.org/resource/Matthew_McConaughey>,23
"<http://dbpedia.org/resource/Monterey_County,_California>",23
<http://dbpedia.org/resource/Technical_death_metal>,23
<http://dbpedia.org/resource/Jorge_Luis_Borges>,23
<http://dbpedia.org/resource/Along_Came_Polly>,23
<http://dbpedia.org/resource/Lords_of_Dogtown>,23
<http://dbpedia.org/resource/Octopussy>,23
<http://dbpedia.org/resource/Jimmy_Carter>,23
<http://dbpedia.org/resource/Sebastian_Krys>,23
<http://dbpedia.org/resource/Scary_Movie_2>,23
"<http://dbpedia.org/resource/Canton,_Ohio>",23
<http://dbpedia.org/resource/John_Dewey>,23
<http://dbpedia.org/resource/Jack_Kemp>,23
<http://dbpedia.org/resource/John_Milton>,23
<http://dbpedia.org/resource/Jamiroquai>,23
